Brand,Model,Variant,Engine Capacity (cc),Power (bhp),Torque (Nm),Mileage (km/l),Top Speed (km/h),Acceleration,Transmission,Fuel Tank (L),Front Brake,Rear Brake,Braking System,Front Suspension,Rear Suspension,Weight (kg),Seat Height (mm),Ground Clearance (mm),Wheelbase (mm),Features,Service Interval,Maintenance Cost,Price (₹),Launch Year,Fuel Type,5 Year TCO (₹),Images
Hero,Maestro,Standard (110),109.0,8,9.1,45,85,11.5s,CVT,5.3,Drum,Drum,IBS,Telescopic,Monoshock,110.0,775.0,155.0,1261.0,Digital-Analog Dash,3000 km,"₹18,000",48000,2012,Petrol,"1,28,000",/assets/Scooters/Hero/Maestro Edge.png
Hero,Maestro Edge,BS6 (110),110.9,8,8.75,45,80,11.5s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,112.0,775.0,155.0,1261.0,"XSens Tech, i3S",6000 km,"₹22,000",73843,2020,Petrol,"1,65,000",/assets/Scooters/Hero/Maestro Edge.png
Hero,Maestro Edge,125 Drum,124.6,9,10.4,45,90,9.5s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,111.0,775.0,155.0,1261.0,"External Fuel, i3S",6000 km,"₹24,000",77196,2019,Petrol,"1,75,000",/assets/Scooters/Hero/Maestro Edge.png
Hero,Maestro Edge,125 Disc,124.6,9,10.4,45,92,9.2s,CVT,5,Disc,Drum,IBS,Telescopic,Monoshock,111.0,775.0,155.0,1261.0,Diamond Cut Alloys,6000 km,"₹25,000",82320,2019,Petrol,"1,82,000",/assets/Scooters/Hero/Maestro Edge.png
Hero,Maestro Edge,125 Connected,124.6,9.12,10.4,45,92,9.2s,CVT,5,Disc,Drum,IBS,Telescopic,Monoshock,112.0,775.0,155.0,1261.0,"Bluetooth, Navigation",6000 km,"₹28,000",87382,2021,Petrol,"1,95,000",/assets/Scooters/Hero/Maestro Edge.png
Hero,Destini 125,Standard (BS6),124.6,9,10.4,45,85,9.5s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,114.0,778.0,155.0,1245.0,"XSens Tech, FI Engine",6000 km,"₹22,000",71100,2020,Petrol,"1,72,000",/assets/Scooters/Hero/Destini 125.png
Hero,Destini 125,XTEC,124.6,9,10.4,45,88,9.2s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,114.0,778.0,155.0,1245.0,"LED Headlamp, Bluetooth",6000 km,"₹24,000",82428,2022,Petrol,"1,85,000",/assets/Scooters/Hero/Destini 125.png
Hero,Destini 125,Prime,124.6,9,10.4,45,85,9.5s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,115.0,778.0,155.0,1245.0,Affordable 125cc Option,6000 km,"₹21,000",71499,2023,Petrol,"1,70,000",/assets/Scooters/Hero/Destini 125.png
Hero,New Destini,VX (2026),124.6,9.12,10.4,50,90,9.0s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,114.0,770.0,160.0,1302.0,"Neo-Retro Design, i3S",6000 km,"₹23,000",80000,2024,Petrol,"1,78,000",frontend/public/assets/Scooters/Hero/Destini 125.png
Hero,New Destini,ZX (2026),124.6,9.12,10.4,50,92,8.8s,CVT,5,Disc,Drum,IBS,Telescopic,Monoshock,115.0,770.0,160.0,1302.0,"Disc Brake, Auto-Index DRL",6000 km,"₹25,000",86000,2024,Petrol,"1,88,000",frontend/public/assets/Scooters/Hero/Destini 125.png
Hero,New Destini,ZX+ (2026),124.6,9.12,10.4,52,92,8.8s,CVT,5,Disc,Drum,IBS,Telescopic,Monoshock,115.0,770.0,160.0,1302.0,"TFT Dash, Navigation",6000 km,"₹28,000",92000,2025,Petrol,"1,98,000",frontend/public/assets/Scooters/Hero/Destini 125.png
Hero,Xoom 110,VX (Mid),110.9,8.05,8.7,48,87,10.8s,CVT,5.2,Drum,Drum,IBS,Telescopic,Monoshock,108.0,770.0,155.0,1300.0,"Full Digital Dash, USB Charger",6000 km,"₹20,000",76500,2023,Petrol,"1,65,000",frontend/public/assets/Scooters/Hero/Xoom 160.png
Hero,Xoom 110,Combat Ed.,110.9,8.05,8.7,48,87,10.5s,CVT,5.2,Disc,Drum,IBS,Telescopic,Monoshock,109.0,770.0,155.0,1300.0,"Fighter Jet Graphics, Matte Finish",6000 km,"₹23,000",84500,2024,Petrol,"1,78,000",frontend/public/assets/Scooters/Hero/Xoom 160.png
Hero,Xoom 125R,VX,124.6,9.8,10.4,50,95,9.2s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,120.0,777.0,164.0,1327.0,"14"" Alloy Wheels, Digital Dash",6000 km,"₹25,000",84900,2025,Petrol,"1,85,000",frontend/public/assets/Scooters/Hero/Xoom 160.png
Hero,Xoom 125R,ZX,124.6,9.8,10.4,50,98,8.9s,CVT,5,Disc,Drum,IBS,Telescopic,Monoshock,121.0,777.0,164.0,1327.0,"Sequential Blinkers, Navigation",6000 km,"₹28,000",92500,2025,Petrol,"1,95,000",frontend/public/assets/Scooters/Hero/Xoom 160.png
Hero,Xoom 160,ZX (ABS),156.0,14.8,14,40,110,7.5s,CVT,7,Disc,Disc,Single ABS,Telescopic,Dual Shock,142.0,787.0,155.0,1348.0,"Liquid Cooled, Smart Key",6000 km,"₹35,000","1,49,000",2025,Petrol,"2,55,000",/assets/Scooters/Hero/Xoom 160.png
Hero,Duet 110,STD (Base),110.9,8.31,8.3,45,85,11.5s,CVT,5.5,Drum,Drum,IBS,Bottom Link,Monoshock,115.0,770.0,155.0,1245.0,"Metal Body, Basic Cluster",3000 km,"₹12,000",45000,2015,Petrol,"1,28,000",frontend/public/assets/Scooters/Hero/Maestro Edge.png
Hero,Duet 110,LX (Mid),110.9,8.31,8.3,45,85,11.2s,CVT,5.5,Drum,Drum,IBS,Telescopic,Monoshock,115.0,770.0,155.0,1245.0,"External Fuel, Pass Switch",3000 km,"₹15,000",48280,2015,Petrol,"1,35,000",frontend/public/assets/Scooters/Hero/Maestro Edge.png
Hero,Duet 110,VX (Top),110.9,8.31,8.3,45,85,11.2s,CVT,5.5,Drum,Drum,IBS,Telescopic,Monoshock,116.0,770.0,155.0,1245.0,"Digital Dash, USB, Boot Light",3000 km,"₹18,000",52330,2015,Petrol,"1,42,000",frontend/public/assets/Scooters/Hero/Maestro Edge.png
Hero,Duet 125,Pre-Launch,124.6,8.7,10.2,50,90,9.5s,CVT,5,Drum,Drum,IBS,Telescopic,Monoshock,114.0,778.0,155.0,1245.0,"i3s Tech, Chrome Garnish",6000 km,"₹22,000",58000,2018,Petrol,"1,55,000",frontend/public/assets/Scooters/Hero/Maestro Edge.png
Yamaha,RayZR 125,Hybrid Drum,125.0,8.04,10.3,55-60,90,10.2s,CVT,5.2,Drum,Drum,UBS,Telescopic,Unit Swing,98.0,785.0,145.0,1280.0,"SMG (Silent Start), Analog Dash",3000 km,"₹18,000",85030,2021,Petrol,"1,55,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Hybrid Disc,125.0,8.04,10.3,55-60,92,9.8s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Digital Dash, LED Position Light",3000 km,"₹20,000",91930,2021,Petrol,"1,65,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Disc (Premium Colors),125.0,8.04,10.3,55-60,92,9.8s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Y-Connect (Bluetooth), Navigation",3000 km,"₹20,000",93500,2023,Petrol,"1,68,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Street Rally,125.0,8.04,10.3,55-60,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Knuckle Guards, Block Tyres",3000 km,"₹22,000",98130,2021,Petrol,"1,75,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Cyber Green (2026),125.0,8.2,10.3,58,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"New Graphics, E20 Compatible",3000 km,"₹23,000","1,02,000",2025,Petrol,"1,82,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,Ray Z,UBS Edition,113.0,7.1,8.1,50,85,11.8s,CVT,5,Drum,Drum,UBS (CBS),Telescopic,Unit Swing,104.0,760.0,128.0,1270.0,"Unified Braking, New Graphics",3000 km,"₹18,000",54500,2018,Petrol,"1,55,000",/assets/Scooters/Yamaha/Ray Z.png
Yamaha,RayZR 125,Cyber Green,125.0,8.2,10.3,60,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Bluetooth (Y-Connect), E20",3000 km,"₹26,000","1,02,000",2025,Petrol,"2,05,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,Alpha,Standard (Drum),113.0,7,8.1,62,85,12.2s,CVT,5.2,Drum,Drum,Standard,Telescopic,Unit Swing,104.0,775.0,128.0,1270.0,"21L Storage, Long Seat",3000 km,"₹15,000",52000,2014,Petrol,"1,45,000",/assets/Scooters/Yamaha/Alpha.png
Yamaha,Alpha,Dual Tone,113.0,7.1,8.1,62,85,12.2s,CVT,5.2,Drum,Drum,Standard,Telescopic,Unit Swing,104.0,775.0,128.0,1270.0,"Premium Graphics, Chrome",3000 km,"₹16,000",55000,2015,Petrol,"1,52,000",/assets/Scooters/Yamaha/Alpha.png
Yamaha,Alpha,Disc Brake (Top),113.0,7.2,8.1,66,88,11.5s,CVT,5.2,Disc,Drum,UBS (CBS),Telescopic,Unit Swing,104.0,775.0,130.0,1270.0,"Blue Core Engine, Disc",3000 km,"₹18,000",62000,2016,Petrol,"1,65,000",/assets/Scooters/Yamaha/Alpha.png
Yamaha,Fascino,Standard (113),113.0,7,8.1,66,85,12.5s,CVT,5.2,Drum,Drum,Standard,Telescopic,Unit Swing,103.0,775.0,128.0,1270.0,Classic Retro Design,3000 km,"₹15,000",54500,2015,Petrol,"1,48,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino,Darknight (UBS),113.0,7,8.1,66,85,12.5s,CVT,5.2,Drum,Drum,UBS (CBS),Telescopic,Unit Swing,103.0,775.0,130.0,1270.0,"Matte Black, UBS",3000 km,"₹16,500",57100,2019,Petrol,"1,55,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino 125,Hybrid Drum,125.0,8.04,10.3,68,90,10.5s,CVT,5.2,Drum,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,SMG (Silent Start),3000 km,"₹20,000",80750,2021,Petrol,"1,78,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino 125,Hybrid Disc,125.0,8.04,10.3,68,92,10.2s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,"LED Headlamp, DRL",3000 km,"₹22,000",91130,2021,Petrol,"1,88,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino 125,S (Standard),125.0,8.04,10.3,68,92,10.2s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,"Answer Back, LED DRL",3000 km,"₹24,000",95850,2024,Petrol,"1,95,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino 125,S (TFT/TBT),125.0,8.2,10.3,68,95,9.8s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,"TFT Dash, Navigation",3000 km,"₹26,000","1,02,790",2025,Petrol,"2,10,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Cygnus Ray ZR,Drum (113),113.0,7.1,8.1,66,85,12.0s,CVT,5.2,Drum,Drum,Standard,Telescopic,Unit Swing,103.0,775.0,130.0,1270.0,"Sporty Graphics, 21L Boot",3000 km,"₹15,000",54000,2016,Petrol,"1,45,000",/assets/Scooters/Yamaha/Cygnus Ray ZR.png
Yamaha,Cygnus Ray ZR,Disc (113),113.0,7.1,8.1,66,86,11.8s,CVT,5.2,Disc,Drum,Standard,Telescopic,Unit Swing,103.0,775.0,130.0,1270.0,"Alloy Wheels, Disc Brake",3000 km,"₹16,500",58000,2016,Petrol,"1,52,000",/assets/Scooters/Yamaha/Cygnus Ray ZR.png
Yamaha,Cygnus Ray ZR,Street Rally (113),113.0,7.1,8.1,66,86,11.8s,CVT,5.2,Disc,Drum,UBS (CBS),Telescopic,Unit Swing,103.0,775.0,130.0,1270.0,"Knuckle Guards, Digital Dash",3000 km,"₹18,000",62500,2018,Petrol,"1,58,000",/assets/Scooters/Yamaha/Cygnus Ray ZR.png
Yamaha,RayZR 125 Fi,Hybrid Drum,125.0,8.09,10.3,71,90,10.2s,CVT,5.2,Drum,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,SMG (Silent Start),3000 km,"₹20,000",85030,2021,Petrol,"1,72,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125 Fi,Hybrid Disc,125.0,8.2,10.3,71,92,9.8s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"LED Headlamp, Digital Dash",3000 km,"₹22,000",91930,2021,Petrol,"1,82,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125 Fi,Street Rally Hybrid,125.0,8.2,10.3,71,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Block Tyres, Bluetooth",3000 km,"₹25,000",98130,2021,Petrol,"1,90,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Drum,125.0,8.2 PS,10.3,58-71,90,10.2s,CVT,5.2,Drum,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"SMG, Halogen Lamp, Analog Dash",3000 km,"₹18,000",84730,2021,Petrol,"1,75,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Disc (Standard),125.0,8.2 PS,10.3,58-71,92,9.8s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"LED Headlamp, Digital Dash",3000 km,"₹20,000",91130,2021,Petrol,"1,85,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Disc (Connected),125.0,8.2 PS,10.3,58-71,92,9.8s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Y-Connect (BT), Navigation",3000 km,"₹22,000",93130,2023,Petrol,"1,88,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,MotoGP Edition,125.0,8.2 PS,10.3,58-71,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,Monster Energy Graphics,3000 km,"₹26,000",94130,2024,Petrol,"1,90,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,Fascino 125,Drum,125.0,8.04,10.3,68,90,10.5s,CVT,5.2,Drum,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,"SMG, Halogen Lamp, Analog Dash",3000 km,"₹18,000",81200,2021,Petrol,"1,72,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino 125,Disc (Standard),125.0,8.04,10.3,68,92,10.2s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,"LED Headlamp, Digital Dash",3000 km,"₹20,000",91130,2021,Petrol,"1,82,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,Fascino 125,Disc (Deluxe),125.0,8.04,10.3,68,92,10.2s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,780.0,145.0,1280.0,"Special Colors, Chrome finish",3000 km,"₹22,000",93100,2022,Petrol,"1,88,000",/assets/Scooters/Yamaha/Fascino 125.png
Yamaha,RayZR,Street Rally (113),113.0,7.1 PS,8.1,66,86,11.8s,CVT,5.2,Disc,Drum,UBS (CBS),Telescopic,Unit Swing,103.0,775.0,130.0,1270.0,"Knuckle Guards, Digital Dash",3000 km,"₹18,000",62500,2018,Petrol,"1,58,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Street Rally (Hybrid),125.0,8.2 PS,10.3,71,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"SMG, Block Tyres, LED DRL",3000 km,"₹22,000",98130,2021,Petrol,"1,90,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Street Rally (Y-Connect),125.0,8.2 PS,10.3,71,95,9.5s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"Bluetooth, Answer Back",3000 km,"₹24,000",99800,2023,Petrol,"1,95,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,RayZR 125,Street Rally (Cyber Gr.),125.0,8.4 PS,10.3,72,98,9.2s,CVT,5.2,Disc,Drum,UBS,Telescopic,Unit Swing,99.0,785.0,145.0,1280.0,"TFT Screen, New Graphics",3000 km,"₹26,000","1,02,000",2025,Petrol,"2,05,000",/assets/Scooters/Yamaha/RayZR 125.png
Yamaha,Aerox 155,Standard,155.0,15 PS,13.9,45-48,115,5.3s,CVT,5.5,Disc,Drum,Single Channel ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,"VVA, Traction Control, LED",3000 km,"₹25,000","1,42,800",2021,Petrol,"2,85,000",/assets/Scooters/Yamaha/Aerox 155.png
Yamaha,Aerox 155,MotoGP Edition,155.0,15 PS,13.9,45-48,115,5.3s,CVT,5.5,Disc,Drum,Single Channel ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,Monster Energy Graphics,3000 km,"₹26,000","1,45,100",2022,Petrol,"2,92,000",/assets/Scooters/Yamaha/Aerox 155.png
Yamaha,Aerox 155,Version S,155.0,15 PS,13.9,45-48,115,5.3s,CVT,5.5,Disc,Drum,Single Channel ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,"Smart Key, Keyless Ignition",3000 km,"₹28,000","1,48,300",2024,Petrol,"3,10,000",/assets/Scooters/Yamaha/Aerox 155.png
Yamaha,Aerox 155,Cyber Green (2026),155.0,15.2 PS,13.9,48,118,5.1s,CVT,5.5,Disc,Drum,Single Channel ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,"TFT Dash, Navigation, E20",3000 km,"₹30,000","1,55,000",2025,Petrol,"3,30,000",/assets/Scooters/Yamaha/Aerox 155.png
Yamaha,Aerox 155,Version S (Standard),155.0,15.0 PS,13.9,45-48,115,5.3s,CVT,5.5,Disc,Drum,Single ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,"Smart Key, Traction Control",3000 km,"₹28,000","1,48,300",2024,Petrol,"3,10,000",/assets/Scooters/Yamaha/Aerox 155.png
Yamaha,Aerox 155,Version S (Connected),155.0,15.0 PS,13.9,45-48,115,5.3s,CVT,5.5,Disc,Drum,Single ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,"Y-Connect App, Hazard Light",3000 km,"₹30,000","1,51,000",2024,Petrol,"3,15,000",/assets/Scooters/Yamaha/Aerox 155.png
Yamaha,Aerox 155,Version S (TFT/Nav),155.0,15.2 PS,13.9,48,118,5.1s,CVT,5.5,Disc,Drum,Single ABS,Telescopic,Unit Swing,126.0,790.0,145.0,1350.0,"TFT Screen, TBT Navigation",3000 km,"₹32,000","1,58,000",2025,Petrol,"3,30,000",/assets/Scooters/Yamaha/Aerox 155.png
Aprilia,SR 150,Standard,154.8,10.25,11.4,38,100,7.5s,CVT,6.5,Disc,Drum,Standard/ABS*,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,"14-inch Alloys, Sporty Design",3000 km,"₹25,000",75000,2016,Petrol,"2,10,000",/assets/Scooters/Aprilia/SR 150.png
Aprilia,SR 150,Race Edition,154.8,10.25,11.4,38,105,7.2s,CVT,6.5,Disc,Drum,Standard/ABS*,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,"RS-GP Graphics, Red Wheels",3000 km,"₹28,000",82000,2017,Petrol,"2,25,000",/assets/Scooters/Aprilia/SR 150.png
Aprilia,SR 150,Carbon,154.8,10.25,11.4,38,100,7.5s,CVT,6.5,Disc,Drum,Single ABS,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,"Carbon Fiber Graphics, Connectivity",3000 km,"₹30,000",85000,2018,Petrol,"2,35,000",/assets/Scooters/Aprilia/SR 150.png
Aprilia,SR 125,STD (Standard),124.45,10.11,10.33,40,90,8.5s,CVT,6,Disc,Drum,CBS,Telescopic,Monoshock,118.0,780.0,155.0,1365.0,"14"" Alloys, Digital Dash",3000 km,"₹22,000","1,12,500",2018,Petrol,"2,15,000",/assets/Scooters/Aprilia/SR 125.png
Aprilia,SR 125,Premium,124.45,10.11,10.33,40,92,8.2s,CVT,6,Disc,Drum,CBS,Telescopic,Monoshock,118.0,780.0,155.0,1365.0,"Full LED, 5.5"" TFT Dash",3000 km,"₹24,000","1,22,400",2024,Petrol,"2,28,000",/assets/Scooters/Aprilia/SR 125.png
Aprilia,SR 125,hp.e (High Perf.),124.45,10.6,10.4,40,95,7.9s,CVT,6,Disc,Drum,CBS,Telescopic,Monoshock,118.0,780.0,155.0,1365.0,"Performance Tune, Bluetooth",3000 km,"₹26,000","1,28,500",2025,Petrol,"2,35,000",/assets/Scooters/Aprilia/SR 125.png
Aprilia,Storm 125,Drum (Base),124.45,9.78,9.6,40,85,9.2s,CVT,6,Drum,Drum,CBS,Telescopic,Monoshock,118.0,775.0,155.0,1365.0,"Matte Colors, Analog Dash",3000 km,"₹20,000",95000,2019,Petrol,"1,95,000",/assets/Scooters/Aprilia/Storm 125.png
Aprilia,Storm 125,Disc (Standard),124.45,9.9,9.7,40,90,8.8s,CVT,6,Disc,Drum,CBS,Telescopic,Monoshock,118.0,775.0,155.0,1365.0,"Front Disc, Digital Dash",3000 km,"₹22,000","1,12,000",2020,Petrol,"2,15,000",/assets/Scooters/Aprilia/Storm 125.png
Aprilia,Storm 125,Premium (2026),124.45,10.11,10.33,42,92,8.5s,CVT,6,Disc,Drum,CBS,Telescopic,Monoshock,118.0,775.0,155.0,1365.0,"LED Headlamp, TFT Screen",3000 km,"₹25,000","1,21,500",2024,Petrol,"2,28,000",/assets/Scooters/Aprilia/Storm 125.png
Aprilia,SXR 160,Standard,160.03,10.9,11.6,35,100,8.2s,CVT,7,Disc,Drum,Single ABS,Telescopic,Adjustable Mono,129.0,775.0,160.0,1361.0,"LED Triple Headlamp, LCD Dash",3000 km,"₹28,000","1,46,000",2021,Petrol,"3,10,000",/assets/Scooters/Aprilia/SXR 160.png
Aprilia,SXR 160,Connected,160.03,10.9,11.6,35,100,8.2s,CVT,7,Disc,Drum,Single ABS,Telescopic,Adjustable Mono,129.0,775.0,160.0,1361.0,"Bluetooth, Answer Back",3000 km,"₹30,000","1,49,500",2022,Petrol,"3,18,000",/assets/Scooters/Aprilia/SXR 160.png
Aprilia,SXR 160,Premium (2026),160.03,11.2,11.8,38,105,7.8s,CVT,7,Disc,Drum,Single ABS,Telescopic,Adjustable Mono,129.0,775.0,160.0,1361.0,"Full TFT Dash, Navigation",3000 km,"₹32,000","1,58,200",2025,Petrol,"3,35,000",/assets/Scooters/Aprilia/SXR 160.png
Aprilia,SR 160,Standard,160.03,10.9,11.6,35,100,7.8s,CVT,6,Disc,Drum,Single ABS,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,"14"" Alloys, Digital Dash",3000 km,"₹26,000","1,32,000",2020,Petrol,"2,75,000",/assets/Scooters/Aprilia/SR 160.png
Aprilia,SR 160,Carbon,160.03,10.9,11.6,35,100,7.8s,CVT,6,Disc,Drum,Single ABS,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,Carbon Fiber Graphics,3000 km,"₹28,000","1,35,500",2020,Petrol,"2,82,000",/assets/Scooters/Aprilia/SR 160.png
Aprilia,SR 160,Race Edition,160.03,11.1,11.6,35,105,7.5s,CVT,6,Disc,Drum,Single ABS,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,"RS-GP Graphics, Red Wheels",3000 km,"₹30,000","1,41,800",2020,Petrol,"2,95,000",/assets/Scooters/Aprilia/SR 160.png
Aprilia,SR 160,Premium (2026),160.03,11.4,11.9,38,110,7.2s,CVT,6,Disc,Drum,Single ABS,Telescopic,Monoshock,122.0,780.0,155.0,1365.0,"TFT Dash, Navigation, LED",3000 km,"₹32,000","1,52,400",2025,Petrol,"3,15,000",/assets/Scooters/Aprilia/SR 160.png
Aprilia,SXR 125,Standard,124.45,9.48,10.19,40,90,9.2s,CVT,7,Disc,Drum,CBS,Telescopic,Adjustable Mono,129.0,775.0,161.0,1361.0,"LED Triple Headlamp, LCD Dash",3000 km,"₹22,000","1,22,600",2021,Petrol,"2,15,000",frontend/public/assets/Scooters/Aprilia/SR 125.png
Aprilia,SXR 125,Premium (2026),124.45,9.61,10.33,42,93,8.8s,CVT,7,Disc,Drum,CBS,Telescopic,Adjustable Mono,129.0,775.0,161.0,1361.0,"Full TFT Dash, Navigation",3000 km,"₹25,000","1,33,000",2024,Petrol,"2,28,000",frontend/public/assets/Scooters/Aprilia/SR 125.png
Aprilia,SR 175,Race Spec (C),172.5,12.8,14.5,30,118,6.8s,CVT,6,Disc,Drum,Single ABS,Telescopic,Monoshock,124.0,780.0,155.0,1365.0,"Carbon Fiber Parts, Racing Exhaust",2500 km,"₹35,000","1,65,000",2024,Petrol,"3,50,000",/assets/Scooters/Aprilia/SR 175.png
Aprilia,SR 175,Ultra Premium,172.5,13.1,14.8,30,122,6.5s,CVT,6,Disc,Disc,Dual ABS,Telescopic,Adjustable Mono,125.0,780.0,155.0,1365.0,"TFT Display, Quick Throttle",2500 km,"₹40,000","1,78,000",2025,Petrol,"3,75,000",/assets/Scooters/Aprilia/SR 175.png
Vespa,ZX 125,Standard (STD),124.45,9.65,10.11,45,90,10.5s,CVT,7.4,Disc,Drum,CBS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,Monocoque Steel Body,3000 km,"₹25,000","1,14,290",2019,Petrol,"2,10,000",/assets/Scooters/Vespa/ZX 125.png
Vespa,ZX 125,Dual Tone,124.45,9.65,10.11,45,90,10.5s,CVT,7.4,Disc,Drum,CBS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,Premium 2-Tone Paint,3000 km,"₹26,000","1,27,000",2023,Petrol,"2,25,000",/assets/Scooters/Vespa/ZX 125.png
Vespa,ZX 125,Officina 8,124.45,9.77,10.11,48,92,10.2s,CVT,7.4,Disc,Drum,CBS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,"Limited Graphics, E20",3000 km,"₹28,000","1,34,000",2024,Petrol,"2,35,000",/assets/Scooters/Vespa/ZX 125.png
Vespa,VXL 125,Dual Tone,124.45,9.65,10.11,45,90,10.5s,CVT,7.4,Disc,Drum,CBS,Single Side Arm,Mono Shock,114.0,770.0,155.0,1290.0,Premium Dual Tone Paint,3000 km,"₹30,000","1,35,000",2023,Petrol,"2,42,000",/assets/Scooters/Vespa/VXL 125.png
Vespa,VXL 150,Standard (STD),149.5,10.64,11.26,40,95,8.8s,CVT,7.4,Disc,Drum,Single ABS,Single Side Arm,Mono Shock,115.0,770.0,155.0,1290.0,"150cc Power, ABS Standard",3000 km,"₹32,000","1,46,000",2015,Petrol,"2,85,000",/assets/Scooters/Vespa/VXL 150.png
